,Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
6657,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, RED DELICIOUS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),6,95.8
6669,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,APPLES,"APPLES, ROME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6678,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,BARLEY,"BARLEY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,168",52.3
6684,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACK, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,289",59.3
6690,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,028",38.2
6696,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6702,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINTO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6708,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,"BERRIES, OTHER","BERRIES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),12,77.0
6720,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,BERRY TOTALS,"BERRY TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),225,32.8
6728,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),6,49.9
6737,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, TAME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),157,51.9
6746,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,BUCKWHEAT,"BUCKWHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),765,50.7
6752,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CANOLA,"CANOLA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6758,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CHERRIES,"CHERRIES, TART, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6764,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"21,817",17.8
6770,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"6,170",34.4
6776,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,EMMER & SPELT,"EMMER & SPELT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,284",67.6
6782,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"187,291",9.5
6786,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),291,40.7
6792,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FIGS,"FIGS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6801,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),9,75.6
6807,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),234,33.3
6815,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,"FRUIT, OTHER","FRUIT, OTHER, (EXCL CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6824,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,GRAPES,"GRAPES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),60,66.3
6839,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"66,180",16.9
6845,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"12,686",10.1
6851,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"78,866",14.9
6857,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"35,684",13.0
6863,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"13,370",18.0
6869,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"49,054",13.0
6875,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,HERBS,"HERBS, DRY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6881,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,HOPS,"HOPS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),18,86.5
6891,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,OATS,"OATS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,868",29.6
6897,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PEACHES,"PEACHES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,65.7
6906,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PEARS,"PEARS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,98.1
6915,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PEAS,"PEAS, DRY EDIBLE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6921,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,PLUMS,"PLUMS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,96.2
6930,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,POPCORN,"POPCORN, ORGANIC, SHELLED - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6936,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,RASPBERRIES,"RASPBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),12,46.5
6945,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,RYE,"RYE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),776,63.5
6951,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,SORGHUM,"SORGHUM, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),838,51.0
6957,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"12,029",22.3
6963,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),38,42.2
6975,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,SUNFLOWER,"SUNFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),280,(H)
6981,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,TOBACCO,"TOBACCO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
6987,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,TREE NUT TOTALS,"TREE NUT TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,(H)
6991,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,"TREE NUTS, OTHER","TREE NUTS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,(H)
6997,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,TRITICALE,"TRITICALE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"4,417",22.8
7003,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"4,548",27.1
7009,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),610,61.4
7015,CENSUS,2021,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,"WHEAT, WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,938",29.9
7021,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,APPLES,"APPLES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),12,(H)
7033,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,APPLES,"APPLES, OTHER VARIETIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),12,(H)
7045,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,BARLEY,"BARLEY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7051,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,"BERRIES, OTHER","BERRIES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,(H)
7060,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,BERRY TOTALS,"BERRY TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7068,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7077,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, TAME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),106,53.0
7089,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,CANOLA,"CANOLA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7095,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,087",39.7
7101,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),290,80.4
7107,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,COTTON,"COTTON, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7113,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"22,860",21.4
7117,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),5,96.6
7123,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FIGS,"FIGS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7132,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7138,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),118,47.4
7146,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,GRAPES,"GRAPES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),34,64.6
7164,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),130,49.8
7170,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),118,79.9
7173,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),248,43.8
7179,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7185,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7188,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),320,99.2
7194,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,PEARS,"PEARS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7203,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,RASPBERRIES,"RASPBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7212,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,RYE,"RYE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7218,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,SORGHUM,"SORGHUM, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7224,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"11,114",27.5
7230,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),6,76.7
7239,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,SUNFLOWER,"SUNFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),104,67.4
7245,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,TOBACCO,"TOBACCO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,680",31.7
7251,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"5,124",22.0
7257,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,400",50.2
7263,CENSUS,2021,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,"WHEAT, WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,724",27.1
7269,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,BARLEY,"BARLEY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),763,58.6
7275,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACK, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7281,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,210",70.5
7287,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,890",(H)
7293,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINTO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7299,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,BUCKWHEAT,"BUCKWHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"11,429",47.6
7305,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,640",63.6
7311,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,CORN,"CORN, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7317,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"55,647",25.6
7321,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),569,90.8
7327,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,FLAXSEED,"FLAXSEED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"5,761",41.1
7333,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,583",57.2
7339,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"6,337",43.3
7345,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"9,920",47.9
7351,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7357,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7363,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,LENTILS,"LENTILS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7369,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,MILLET,"MILLET, PROSO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),850,67.3
7375,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,OATS,"OATS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,205",61.2
7381,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,PEAS,"PEAS, DRY EDIBLE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,81.8
7387,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,RYE,"RYE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,411",52.9
7393,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,922",85.0
7399,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,SUNFLOWER,"SUNFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
7405,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"11,585",40.4
7411,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"10,662",41.0
7417,CENSUS,2021,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT, SPRING, DURUM, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
